BEST_PARENT,parcels,source,addr
REALTY UP LLC,8,name_only,9804 GLENMORE LN BRENTWOOD TN 37027
JB PARTNERS,8,name_only,4204 BELMONT BLVD NASHVILLE TN 37204
BROCK-SLOSS LLC,8,name_only,3600 CHARLOTTE AVE NASHVILLE TN 37209
RED BUD TERRACE PROPERTY RENTAL LLC,8,name_only,400 EAGLE RIDGE NASHVILLE TN 37209
AK PROPERTY INC,8,name_only,813 RIVER HEIGHTS DR MOUNT JULIET TN 37122
GREEN HILLS MALL TRG LLC,8,name_only,PO BOX 6120 C/O PROPERTY TAX DEPT INDIANAPOLIS IN 46206
REI PROPERTIES LLC,8,name_only,1410 GLENVIEW DR BRENTWOOD TN 37027
RH ALTO ASSET CO LLC,8,name_only,5001 PLAZA ON THE LAKE STE 200
CUMBERLAND TRACE PARTNERSHIP,8,name_only,C/O STEPHEN O HEWLETT 644 W IRIS DR NASHVILLE TN 37204
AIRPARK WEST PROPERTIES,8,name_only,C/O RCM INTEREST L & C TOWER 15TH FL NASHVILLE TN 37219
GP LUXURY LLC,8,name_only,PO BOX 2966 BRENTWOOD TN 37024
GOODLETTSVILLE DEV CO,8,name_only,212 DEPOT ST GOODLETTSVILLE TN 37072
BROADCAST MUSIC INC,8,name_only,250 GREENWICH ST NEW YORK NY 10007
603 ESTES LLC,8,name_only,700 CRESCENT RD
RWA/BVP ASSOCIATES LLC,8,name_only,329 54TH AVE C/O OMEGA NASHVILLE TN 37209
Q & A HOLDINGS GP,8,name_only,120 STEEPLECHASE LN NASHVILLE TN 37221
Pinnacle Financial REO,8,canon_parent,135 HAMPTON PL NASHVILLE TN 37215
BOWLING FAMILY PROPERTIES LLC,8,name_only,1003 3RD AVE S NASHVILLE TN 37210
HCA HEALTH SERVICES OF TN INC,8,name_only,PO BOX 80610 INDIANAPOLIS IN 46280
SCARLAN GROUP LLC THE,8,name_only,2406 SEBALD AVE REDEONDO BEACH CA 90278
SCALINI LLC,8,name_only,6933 SCARLET RIDGE DR BRENTWOOD TN 37027
PINNACLE 4TH AND LEA LLC,8,name_only,5119 MEADOW LAKE RD BRENTWOOD TN 37027
G & M PROPERTIES LLC,8,name_only,2012 21ST AVE S NASHVILLE TN 37212
VINTAGE BURKITT STATION LLC,8,name_only,1610 S CHURCH ST STE C MURFREESBORO TN 37130
PKM BUILDING ASSOCIATION LLC,8,name_only,1133 RIVERWOOD DR NASHVILLE TN 37216
PLR PROPERTIES LLC,8,name_only,4117 HILLSBORO PIKE 103-305 NASHVILLE TN 37215
BROWNSTONE HOMEOWNERS ASSOC INC,8,name_only,2200 HILLSBORO RD STE 200 NASHVILLE TN 37212
Century Communities,8,curated_brand,800 4TH AVE S NASHVILLE TN 37210
PRATT PROPERTIES PARTNERSHIP,8,name_only,4412 PARK AVE C/O RICHARD PRATT NASHVILLE TN 37209
PREMIER PARKING LAND CO LLC,8,name_only,144 2ND AVE N 300 NASHVILLE TN 37201
SANDERS LAND LLC,8,name_only,2121 A BURNS ST NASHVILLE TN 37216
G L SHACKLETT LLC,8,name_only,1758 MOLLY HOLLOW RD NOLENSVILLE TN 37135
HARDIN SERVICE CORP,8,name_only,3625 SOUTHWEST FREEWAY HOUSTON TX 77027
G M L INC,8,name_only,1900 ELM HILL PK NASHVILLE TN 37210
GALLATIN ROAD PARTNERS LTD,8,name_only,%CRC EQUIT INC 2100 WEST END AV STE 800 NASHVILLE TN 37203
HANNAHELLIOTT LLC,8,name_only,3310 WEST END AVE STE 400
VERTICAL HORIZON GROUP LLC,8,name_only,9920 CONESTOGA WAY POTOMAC MD 20854
HAMPTON FALLS STORAGE PARTNERS LLC,8,name_only,9834 RESEARCH DR IRVINE CA 92618
HAMILTON RUN SINGLE FAMILY ASSOCIATION INC,8,name_only,421 E IRIS DR STE 300 NASHVILLE TN 37204
RYMAN CORPORATE PROPERTIES LLC,8,name_only,ONE GAYLORD DR NASHVILLE TN 37214
NEW LEVEL COMMUNITY DEVELOPMENT CORP,8,name_only,1112 JEFFERSON ST
AGT INVESTMENTS LLC,8,name_only,3205 MARLBOROUGH AVE
2407 HYDE STREET LLC,8,name_only,326 A ST STE 5A BOSTON MA 02210
LILYANN PROPERTIES LLC,8,name_only,PO BOX 1027 ANTIOCH TN 37011
TENNSOUTH-DAVIS PROPERTIES LTD,8,name_only,200 POWELL PL BRENTWOOD TN 37027
CH BEDFORD HOTEL PARTNERS LLC,8,name_only,2000 MERIDIAN BLVD STE 200 FRANKLIN TN 37067
WOODS BROTHERS INVESTMENT GROUP LLC,8,name_only,542 SOUTHGATE AVE NASHVILLE TN 37203
BAIRD GRAHAM CO LLC THE,8,name_only,6307 EAST VALLEY RD
CALIBER DEVELOPMENT GROUP LP,8,name_only,3235 PUGH RD HERMITAGE TN 37076
CHEROKEE EQUITY CORP,8,name_only,3022 VANDERBILT PL NASHVILLE TN 37212
LEXINGTON POINT HOMEOWNERS ASSOCIATION INC,8,name_only,8120 BOONE TRCE C/O JEOLD W WILEY NASHVILLE TN 37221
TEN 10 PARTNERS LLC,8,name_only,1199 DILLARD RD BOWLING GREEN KY 42104
WOODBINE BAPTIST CHURCH INC TRS,8,name_only,29 WHITSETT RD NASHVILLE TN 37211
WOOD RIDGE DEVELOPMENT INC,8,name_only,7279 CAROTHERS RD NOLENSVILLE TN 37135
BACANO NASHVILLE LLC,8,name_only,4219 HILLSBORO PIKE STE 300 NASHVILLE TN 37215
TALLEY JAMES & JANICE COMMUNITY PROPERTY TRUST,8,name_only,PO BOX 120722 NASHVILLE TN 37212
EAST LABRADOR PROPERTIES LLC,8,name_only,1516B CORDER DR NASHVILLE TN 37206
T&J HOLDINGS LLC,8,name_only,3616 A WESTBROOK AVE NASHVILLE TN 37205
MODERN COVE LLC,8,name_only,3225 MCLEOD DR STE 100 LAS VEGAS NV 89121
LAMON ENTERPRISES LLC,8,name_only,7420 BETHEL RD GOODLETTSVILLE TN 37072
EATON'S CREEK PARK HOMEOWNERS ASSN INC,8,name_only,709 TAYLOR ST NASHVILLE TN 37208
NENR INVESTMENTS LLC,8,name_only,207 29TH AV N NASHVILLE TN 37203
440 BUSINESS CENTER PARTNERS,8,name_only,421 EAST IRIS DR STE 300 NASHVILLE TN 37204
MPTR TENNESSEE COMMUNITY PROPERTY TRUST THE,8,name_only,9400 ADDIE GLENN CIR BRENTWOOD TN 37027
AZ 925 LEBANON LLC,8,name_only,"4400 BISCAYNE BLVD STE 900, MIAMI, FL 33137"
1617 MUSIC ROW LLC,8,name_only,1212 LAUREL ST 2101 NASHVILLE TN 37203
TOWER MUSIC CITY LLC,8,name_only,250 W MAIN ST STE 101 WOODLAND CA 95695
TERMINUS CAPITAL INVESTING LLC,8,name_only,530 UPTOWN SQ MURFREESBORO TN 37130
LINCOLN STATE SAVINGS & LOAN ASSOC INC,8,name_only,5206 DOVE TRL HERMITAGE TN 37076
BELLSOUTH MOBILITY INC,8,name_only,5600 GLENRIDGE DR ASSET ACCOUNTING ATLANTA GA 30343
MCGAVOCK APARTMENTS VENTURE LLC,8,name_only,200 E BROWARD BLVD STE 1410 FORT LAUDERDALE FL 33301
DIVINE GRACE FOUNDATION LLC,8,name_only,1804 E MAIN ST STE 315 MURFREESBORO TN 37130
M & J GENERAL PARTNERSHIP,8,name_only,1019 MILLWOOD LN ASHLAND CITY TN 37015
M E B PARTNERS,8,name_only,6015 PRESTON HWY LOUISVILLE KY 40219
M M E LTD PARTNERSHIP,8,name_only,2496 OLD NATCHEZ TRACE RD FRANKLIN TN 37064
DILLARD TN OPERATING LTD PARTNERSHIP,8,name_only,4501 NORTH BEACH ST C/O DILLARDS INC FORT WORTH TX 76136
Local developer,8,canon_parent,165 LAZY ACRES LN ROUNDHILL KY 42275
1808 WEST END OWNER LLC,8,name_only,210 W RITTENHOUSE SQ STE 1900 PHILADELPHIA PA 19103
LYNWOOD OPPORTUNITY INC,8,name_only,810 FOREST ACRES DR
Z 1 LLC AND 51ST AVENUE LLC,8,name_only,PO BOX 159342 NASHVILLE TN 37215
MAINLAND MONROE LLC,8,name_only,1905 ACKLEN AVE NASHVILLE TN 37212
TLC HOMES LLC,8,name_only,7813 INDIAN SPRINGS DR NASHVILLE TN 37221
178 2ND AVENUE NORTH LLC,8,name_only,618 E BROUGHTON ST SAVANNAH GA 31401
LRP PROPERTIES LLC,8,name_only,5321 ANCHORAGE DR NASHVILLE TN 37220
LONG BOULEVARD DEVELOPMENT CO LLC,8,name_only,201 4TH AV N STE 1100 NASHVILLE TN 37210
CENTURY SOUTH ASSOCIATES LLC,8,name_only,2931 GREENSBORO RD MADISON GA 30650
CHARLOTTE PARK LLC,8,name_only,622 RIVERGATE PKWY GOODLETTSVILLE TN 37072
BCWJW LLC,8,name_only,106 S 14TH ST NASHVILLE TN 37206
MAXWELL H BRUCE & EVON B COMMUNITY PROPERTY TRUST,8,name_only,2105 WILLOWMET DR BRENTWOOD TN 37027
TERRY FAMILY LTD PARTNERSHIP THE,8,name_only,112 ACKLEN PARK DR B-1 NASHVILLE TN 37203
LOCAL NASHVILLE HAYES LLC,8,name_only,3000 LOCUST STE C/O SUBTEXT ACQUISITIONS LLC SAINT LOUIS MO 63103
WYNOT LANE LLC,8,name_only,126 BRAXTON PARK LN GOODLETTSVILLE TN 37072
BARCLAY HARPETH PARTNERS LLC,8,name_only,1123 OVERCASH DR C/O BARCLAY GROUP DUNEDIN FL 34698
MCCLARON & ASSOCIATES LLC,8,name_only,2400 SUNSET PL
MT VIEW LLC,8,name_only,761 OLD HICKORY BV STE 400 BRENTWOOD TN 37027
WINDHAVEN SHORES INC,8,name_only,2572 MURFREESBORO PK NASHVILLE TN 37217
KELTON ENTERPRISES LP,8,name_only,809 WINDSTONE BV BRENTWOOD TN 37027
NASH ACQUISITIONS LLC,8,name_only,13678 CALLINGTON DR WELLINGTON FL 33414
9 PROPERTIES G P,8,name_only,5215 HARDING RD NASHVILLE TN 37215
C HOOPER DEV CO,8,name_only,1994 GALLATIN RD MADISON TN 37115
NASHVILLE PROPERTY MANAGERS LLP,8,name_only,6712 AUTUMNWOOD DR NASHVILLE TN 37221
KINGSMONT LLC,8,name_only,5723 CHADWICK LN BRENTWOOD TN 37027
CITIVIEW II LLC,8,name_only,2305 KLINE AVE STE 201 NASHVILLE TN 37211
WHITE & POLA LLC ASHLEY PROPERTIES LLC ETAL,8,name_only,400 W CAPITOL AVE STE 2891 LITTLE ROCK AR 72201
KEY INVESTMENTS INC,8,name_only,PO BOX 1569 BRENTWOOD TN 37024
AT3 MARKHAM EAST LLC,8,name_only,2405 DICKERSON PIKE NASHVILLE TN 37207
NASHVILLE MODA I LLC,8,name_only,1834 WALDEN OFFICE SQ SCHAUMBURG IL 60173
NASHVILLE LIFE CHRISTIAN CHURCH INC ET AL,8,name_only,2639 NOLENSVILLE PIKE NASHVILLE TN 37211
ERMAC DRIVE DEVELOPMENT LLC,8,name_only,2135 DANA AVE CINCINNATI OH 45207
BFDMRE DEMONBREUN LLC,8,name_only,11 VREELAND RD FLORHAM PARK NJ 07932
DDS PROPERTIES LLC,8,name_only,101 CHAMBLISS CT
245 HERMITAGE PARTNERS GP,8,name_only,7110 PEACH CT BRENTWOOD TN 37027
DEMONBREUN GATEWAY PARTNERS,8,name_only,1600 DIVISION ST STE 600 C/O EAKIN PROP NASHVILLE TN 37203
WILDWOOD RESERVE LLC,8,name_only,30 BURTON HILLS BLVD 350 NASHVILLE TN 37215
EZELL MITCHELL & PARTNERS,8,name_only,837 FOREST HILLS DR NASHVILLE TN 37221
EIGHTH SOUTH LLC,8,name_only,114 SOUTH CT SQUARE MCMINNVILLE TN 37110
TRICIL ENVIRONMENTAL SERVICES INC,8,name_only,C/O SAFETY-KLEEN CORP 1301 GERVAIS ST COLUMBIA SC 29201
CHURCH LAND DEVELOPMENT LLC,8,name_only,PO BOX 2966 BRENTWOOD TN 37024
JERRY BUTLER BUILDERS INC,8,name_only,1606 MURFREESBORO RD NASHVILLE TN 37217
SONA LAND CO LLC,8,name_only,270 BROOK DR
WILLIAMSBURG VILLAGE LTD,8,name_only,621 LOCKHAVEN DR 120 HOUSTON TX 77073
NATIONAL CAR RENTAL SYSTEM INC,8,name_only,C/O TAX DEPT 7700 FRANCE AV S MINNEAPOLIS MN 55435
JRR PROPERTIES LLC,8,name_only,1905 MYLEEN PL OLD HICKORY TN 37138
FAIR LANE PROPERTIES LLC,8,name_only,101 CREEKSIDE CROSSING STE 1700-162 BRENTWOOD TN 37027
BUTLER DEVELOPMENT LLC,7,name_only,5068 MURFREESBORO RD LAVERGNE TN 37086
RUBUR HOLDINGS LLC,7,name_only,2755 HENRY ALLEN LANE
THIRD COAST PROPERTIES LLC,7,name_only,207 GERISWAY
RUTHERFORD CONTRACTORS GROUP LLC,7,name_only,1918 ROLLING CREEK DR MURFREESBORO TN 37128
DOGWOOD HOLDINGS II PROPCO TN LLC,7,name_only,345 CALIFORNIA ST STE 3300 SAN FRANCISCO CA 94104
915 MONROE STREET LLC,7,name_only,3841 GREEN HILLS VILLAGE DR STE 400 NASHVILLE TN 37215
DJN INVESTMENTS LLC,7,name_only,1113 MURFREESBORO RD STE 106 - 406 FRANKLIN TN 37064
CAMERON PARK HOMEOWNERS ASSOCIATION INC,7,name_only,50 VANTAGE WAY 100 C/O GHERTNER & COMPANY NASHVILLE TN 37228
DTD PROPERTIES LLC,7,name_only,274 HERMITAGE AV NASHVILLE TN 37210
114 PROPERTY LLC,7,name_only,2434 ANSON LN NASHVILLE TN 37211
GLOBAL PROPERTY RENTALS LLC,7,name_only,PO BOX 147 HENDERSONVILLE TN 37077
SPRING LAND CO INC,7,name_only,C/O J R LONG JR 507 WEST CT SQUARE SPRINGFIELD TN 37172
FIDDLER'S INN INC,7,name_only,2607 CRUMP DR NASHVILLE TN 37214
ROARK REALTY INVESTMENT GROUP LLC,7,name_only,96 JAMESTOWN PARK NASHVILLE TN 37205
FESMIRE INVESTMENTS,7,name_only,52 GREEN VIEW NASHVILLE TN 37205
SPIRE TENNESSEE INC,7,name_only,700 MARKET ST FL 6 SAINT LOUIS MO 63101
SL7 NASHVILLE INDUSTRIAL LP,7,name_only,3200 GRACIE KLITZ LN STE 500 AUSTIN TX 78758
SPIRIT MASTER FUNDING X LLC,7,name_only,500 VOLVO PKWY DEPT 300 C/O FAMILY DOLLAR CHESAPEAKE VA 23320
SEMINARY STREET LLC,7,name_only,9255 W SUNSET BLVD STE 1010 WEST HOLLYWOOD CA 90069
GARDWILL LLC,7,name_only,208 KEY CT BRENTWOOD TN 37027
SIGMA PROPERTIES LLC,7,name_only,909 ANDERSON LN MADISON TN 37115
FOX BROTHERS REALTY LLC,7,name_only,1606 ASH GROVE CT
SHARONDALE PROPERTIES,7,name_only,PO BOX 576 BRENTWOOD TN 37027
FREEMAN INVESTMENT LP,7,name_only,143 JEFFERSON SQ NASHVILLE TN 37215
FRENCH RIVER DEVELOPEMENT CO LLC,7,name_only,4004 HILLSBORO RD STE 240 NASHVILLE TN 37215
SDIA HOLDINGS LLC,7,name_only,268 W ALEXANDER ST CHICAGO IL 60616
SW DESIGN GROUP LLC,7,name_only,404 MCADOO AVE NASHVILLE TN 37205
SYCAMORE ESTATES HOMEOWNERS ASSOCIATION INC,7,name_only,4521 TROUSDALE DR NASHVILLE TN 37204
SHELBY HILLS ASSOCIATES LTD,7,name_only,50 VANTAGE WY STE 100 NASHVILLE TN 37228
SYNERGY ONE LLC,7,name_only,625 JAMES AVE NASHVILLE TN 37209
ECG MOUNTAIN SPRINGS LLC,7,name_only,118 16TH AVE S STE 200 NASHVILLE TN 37203
SCHUETT FAMILY LTD PARTNERSHIP,7,name_only,2971 JIM WARREN RD SPRING HILL TN 37174
ELEVATE WEST LLC,7,name_only,500 CREATIVE WAY 26 MADISON TN 37115
Forestar,7,curated_brand,6300 BEE CAVE RD STE 500 BLDG 2 AUSTIN TX 78746
ELLER & OLSEN STONE CO INC,7,name_only,6514 ROBERTSON RD NASHVILLE TN 37209
TACOPA LAND LLC,7,name_only,11509 LEBANON RD
TAYAB INVESTMENTS LLC,7,name_only,868 BATTERY LN NASHVILLE TN 37220
TEAM 9 REAL ESTATE SOLUTIONS LLC,7,name_only,NELSON LOGAN RUNGER III
E3 CONSTRUCTION SEVICES LLC,7,name_only,2804 CLIFTON AVE NASHVILLE TN 37209
901 BUCHANAN DEVELOPMENT PARTNERS,7,name_only,2002 RICHARD JONES RD STE C-200 NASHVILLE TN 37215
ABERDEEN PROPERTIES INC,7,name_only,200 4TH AV N 12TH FLOOR NASHVILLE TN 37219
2500 WHITE RENTAL OWNER SPE LLC,7,name_only,8470 ENTERPRISE CIR STE 300 LAKEWOOD RANCH FL 34202
STOCKELL RESIDENTIAL REAL ESTATE PARTNER,7,name_only,1212 LAUREL ST APT 505 NASHVILLE TN 37203
805 BRADFORD APARTMENTS LLC,7,name_only,807 BRADFORD AVE NASHVILLE TN 37204
SHOPPES AT LAKEWOOD OPERATING LLC,7,name_only,2129 CAMILE DR C/O FRED SHANKS CANE RIDGE TN 37013
TENNESSEE WHEEL & RUBBER CO,7,name_only,817 18TH AVE N NASHVILLE TN 37203
STEVENS HOMES LLC,7,name_only,6005 NOLENSVILLE PK STE 201
FREEDOM PROPERTIES LLC,7,name_only,2000 MALLORY LN STE 130-140 FRANKLIN TN 37067
Regional developer,7,canon_parent,4801 PGA BLVD PALM BEACH GARDENS FL 33418
STEPHENSON HOME CO LLC,7,name_only,400 ARROWWOOD DR NASHVILLE TN 37211
MEMO'S HOLDINGS LLC,7,name_only,3802 BOATNER DR NASHVILLE TN 37207
PEARL PROPERTIES LLC,7,name_only,20106 CROWNE BROOK CIR FRANKLIN TN 37067
BRISTOL 1700 MIDTOWN LLC,7,name_only,325 SEABOARD LN STE 190 FRANKLIN TN 37067
MT RENTAL PROPERTIES LLC,7,name_only,4717 HUMBER DR
KMG ENTERPRISE INC,7,name_only,PO BOX 331632 NASHVILLE TN 37203
MUSTARD SEED LIVING LLC,7,name_only,938 MANSFIELD AVE NASHVILLE TN 37206
KLDA PROPERTIES GP,7,name_only,2402 EUGENIA AV NASHVILLE TN 37211
MYRTLE PARTNERS LLC,7,name_only,203 POINT EAST DR
NANCY SPAIN LLC,7,name_only,73 WHITE BRIDGE RD STE 103-176 NASHVILLE TN 37205
KINGDOM HOMES LLC,7,name_only,4618 GRINSTEAD PL NASHVILLE TN 37216
NASHADELPHIA LLC,7,name_only,1404 WINDING WAY RD NASHVILLE TN 37216
KHARIS PROPERTIES LLC,7,name_only,6732 AUTUMN OAKS DR BRENTWOOD TN 37027
KENDALL PARK PARTNERS,7,name_only,2200 ABBOTT MARTIN RD NASHVILLE TN 37215
NASHVILLE CHILD & FAMILY WELLNESS CENTER LLC,7,name_only,85 WHITE BRIDGE RD STE 302 NASHVILLE TN 37205
K & G RENTALS LLC,7,name_only,4401 SCENIC DR NASHVILLE TN 37205
JRG INNOVATIVE CONCEPTS LLC,7,name_only,73 WHITE BRIDGE PK STE 103 - 218 NASHVILLE TN 37205
NASHVILLE INTOWN DEVELOPMENT CO LLC,7,name_only,650 WEDGEWOOD AVE NASHVILLE TN 37203
ATLAS STONE CAPITAL LLC,7,name_only,5019 MOUNTVIEW PL BRENTWOOD TN 37027
JOURNAL NEWSPAPERS INC,7,name_only,2033 RICHARD JONES RD NASHVILLE TN 37215
NASHVILLE PARTNERS GP,7,name_only,PO BOX 729 CADIZ KY 42211
JONES CONSTRUCTION LLC,7,name_only,1639 NORTHVIEW AVE NASHVILLE TN 37216
JONES CO CUSTOM HOMES OF TN INC THE,7,name_only,8116 POPLARWOOD LN NASHVILLE TN 37221
NASHVILLE URBAN PARTNERS 2007 LLC,7,name_only,333 11TH AVE S STE 400 NASHVILLE TN 37203
NATIONAL ADVERTISING CO,7,name_only,PO BOX 404 C/O LOU GIORDANGO BROADWAY NJ 08808
ASSOCIATED PROPERTIES PTR,7,name_only,PO BOX 303 MADISON TN 37116
JEFFERSON STREET UNITED MERCHANTS PRTNSHP COMM DEV CORP,7,name_only,1215 9TH AVE N STE 201 NASHVILLE TN 37208
NEUHOFF ACQUISITION LLC,7,name_only,270 PARK AVE 7TH FLOOR NEW YORK NY 10017
NEW PROVIDENCE PASS LLC,7,name_only,100 POWELL PL 1275 NASHVILLE TN 37204
J MUHICH ASSET TRUST,7,name_only,ROBERTSON AVE NASHVILLE TN 37209
MUSIC CITY AUTOPLEX LLC,7,name_only,891 A W MAIN ST HENDERSONVILLE TN 37075
MPTR TENNESSEE COMMUNITY PROPERTY TRUST,7,name_only,9400 ADDIE GLENN CIR BRENTWOOD TN 37027
GRAND GOLDEN DRAGON ENTERPRISE INC THE,7,name_only,4688 ASHLAND CITY HY
BELLEVUE DEVELOPMENT LLC,7,name_only,"5850 AVENIDA ENCINAS SUITE A, CARISBAD, CA 92008"
BATTLEFIELD PROPERTIES LLC,7,name_only,608 SHELBY AVE NASHVILLE TN 37206
M E B PARTNERS LTD,7,name_only,1536 N GALLATIN RD MADISON TN 37115
M & A LLC,7,name_only,4718 LORI DR ANTIOCH TN 37013
Landsea Homes,7,curated_brand,4019 NEBRASKA AV NASHVILLE TN 37212
LUXURY CLUB LLC,7,name_only,714 HILLWOOD BLVD NASHVILLE TN 37205
MALSAL LLC,7,name_only,3725 LIPTON PL C/O MALAK K SALAMA ANTIOCH TN 37013
LUCCA PROPERTIES LLC,7,name_only,2908 POSTON AVE NASHVILLE TN 37203
BARLOW GLEN JOINT VENTURE,7,name_only,1804 WILLIAMSON CT STE 205 BRENTWOOD TN 37027
MAXWELL HOLDINGS LLC,7,name_only,105 RANSOM AVE
MEHTA ASSOCIATES OF TN LLC,7,name_only,867 W HOMESTEAD RD SUNNYVALE CA 94087
MELROSE PUB REAL ESTATE HOLDINGS LLC,7,name_only,2535 FRANKLIN PK STE 107 NASHVILLE TN 37204
MENENIAL PROPERTY PARTNER'S LLC,7,name_only,313 WEST FORK CT
LIBERTY CAPITAL DEVELOPMENT LLC,7,name_only,203 POINT EAST DR NASHVILLE TN 37216
MERIDIAN LAND OWNER LLC,7,name_only,1601 S MOPAC EXPWY STE D-175 C/O BRENT D HEATH AUSTIN TX 78746
BACON GROUP INC THE,7,name_only,2805 22ND AV S NASHVILLE TN 37215
LEVERICK HOMES LLC,7,name_only,PO BOX 331045 NASHVILLE TN 37203
LEVERAGE LLC,7,name_only,4066 NOLENSVILLE PK NASHVILLE TN 37211
BELCOURT LLC THE,7,name_only,1800 WAZEE ST C/O PROLOGIS LP-RE TAX DENVER CO 80202
MILK MONEY HOMES LLC,7,name_only,5833 BEAUREGARD DR NASHVILLE TN 37215
MIMMS LLC & CAMPBELL & CAMPBELL LLC,7,name_only,3266 MEMORIAL BLVD STE E 315 MURFREESBORO TN 37129
MITCHELL SFR LLC,7,name_only,PO BOX 1778 HIGLEY AZ 85236
LAO LAO LLC,7,name_only,5724 CLOVERLAND PL BRENTWOOD TN 37027
LAGASSE PROPERTIES LLC,7,name_only,160 ATHENS WAY NASHVILLE TN 37211
LAGASSE FAMILY PARTNERS LLC,7,name_only,160 ATHENS WAY NASHVILLE TN 37228
L6 RANCH AND LIVESTOCK LLC,7,name_only,1033 DEMONBREUN ST 300 NASHVILLE TN 37203
NORTH LIGHTS LLC & ET AL,7,name_only,150 3RD AVE S STE 1800 NASHVILLE TN 37201
ARGYLE & RIDLEY LLC,7,name_only,2015 GLADSTONE AVE NASHVILLE TN 37211
NRN PARCEL E OWNER LLC,7,name_only,929 WEST ADAMS ST CHICAGO IL 60607
IRA INNOVATIONS LLC FBO MAX KHAZANOV IRA,7,name_only,PO BOX 360750 BIRMINGHAM AL 35236
HERMITAGE DEVELOPERS INC,7,name_only,4800 MYRA DR HERMITAGE TN 37076
HEITHCOCK CONSTRUCTION LLC,7,name_only,1210 LONGSTREET CIR BRENTWOOD TN 37027
ALTITUDE AT 41 LLC,7,name_only,5360 GENESEE ST STE 201 BOWMANSVILLE NY 14026
HC HOLDINGS LLC,7,name_only,811 CAMMACK CT
PIZZUTI NASHVILLE HOTEL OWNER LLC,7,name_only,629 NORTH HIGH ST STE 500 COLUMBUS OH 43215
HAUCO LLC,7,name_only,200 31ST AVE N STE 200 NASHVILLE TN 37203
BRADBURN VILLAGE PHASE 4 PARTNERSHIP,7,name_only,262 ROBERT ROSE DR STE 300 MURFREESBORO TN 37129
HARGAR'S GROVE HOMEOWNERS ASSOCIATION INC,7,name_only,413 WELSHWOOD DR STE 200 C/O MORRIS MGT NASHVILLE TN 37211
HARDING PLACE LLC,7,name_only,"5865 RIDGEWAY CENTER PARKWAY 105, MEMPHIS, TN 38120"
BRANDYWINE PROPERTIES LLP,7,name_only,360 WILLOW BOUGH LN OLD HICKORY TN 37138
PRIMO HOLDINGS,7,name_only,5633 CHARLOTTE PIKE STE 201 C/O KARR INV NASHVILLE TN 37209
PROSPERITAS PARTNERS LLC,7,name_only,911 SUTTON HILL RD NASHVILLE TN 37204
ALH LLC,7,name_only,3946 LAKEBROOK DR MURFREESBORO TN 37130
HAMILTON REALTY INVESTMENTS,7,name_only,505 LAKE VALLEY CT FRANKLIN TN 37069
H&H HOLDINGS & INVESTMENTS LLC,7,name_only,5775 QUARRY RD BONITA CA 91902
R S TATUM CO,7,name_only,PO BOX 10128 KNOXVILLE TN 37939
RACHEL EDWARD LLC,7,name_only,1604 NORVEL AVE
RANDELL CHERRY CONSTRUCTION LLC,7,name_only,1623 BROOKVALLEY CIR MOUNT JULIET TN 37122
GUPTON PARTNERS LLC,7,name_only,5000 MERIDIAN BLVD STE 750 FRANKLIN TN 37067
GULCHETTO ENTERPRISES LLC,7,name_only,236 BRAMERTON CT FRANKLIN TN 37069
GS 19TH & BROADWAY APARTMENTS LLC,7,name_only,10 GLENLAKE PKWY NE STE 445 ATLANTA GA 30328
GROWING UP GROWING OLD LLC,7,name_only,1016 COBBLER CT NASHVILLE TN 37221
REAL ESTATE SOLUTIONS GROUP LLC,7,name_only,100 SADDLE SPRINGS BLVD THOMPSONS STATION TN 37179
REBUILT REALTY LLC,7,name_only,817 WINCHESTER RD STE 130 LEXINGTON KY 40505
GREEN PINE PROPERTIES LLC,7,name_only,617 B EASTBORO DR NASHVILLE TN 37209
PEDCOR INVESTMENTS LLC,7,name_only,770 3RD AVE SW
PEARL STREET APARTMENTS LLC,7,name_only,PO BOX 331309 NASHVILLE TN 37203
CANE RIDGE APARTMENTS LLC,7,name_only,PO BOX 9846 GREENSBORO NC 27429
OMNI COMMUNITY SERVICES INC,7,name_only,301 S PERIMETER PARK DR STE 200 NASHVILLE TN 37211
ARENDALL COMMUNITY PROPERTY TRUST,7,name_only,1527 SUNSET RD BRENTWOOD TN 37027
INVH (NYSE),7,canon_parent,2525 FRYE RD STE 300 CHANDLER AZ 85224
NVR INC T/A RYAN HOMES,7,name_only,302 INNOVATION DR STE 200 FRANKLIN TN 37067
INTUITION DEVELOPMENT INC,7,name_only,1400 5TH AVE N NASHVILLE TN 37208
ARC PROPERTIES G P,7,name_only,5716 SPRING HOUSE WAY BRENTWOOD TN 37027
OAKCREST PROPERTY OWNERS ASSOCIATION,7,name_only,PO BOX 8416 HERMITAGE TN 37076
APEX LAND LLC,7,name_only,1059 E TRINITY LN NASHVILLE TN 37216
HUMPHREYS STREET INVESTMENTS LLC,7,name_only,2601 BARTON AVE NASHVILLE TN 37212
HUDGINS FAMILY PARTNERSHIP,7,name_only,2601 HILLSBORO PIKE O-3 NASHVILLE TN 37212
HT NASHVILLE LLC,7,name_only,676 BELLEFONTAN AVE STE A MARION OH 43302
OLD HICKORY COMMONS HOMEOWNERS' ASSOCIATION INC,7,name_only,50 VANTAGE WAY STE 100 NASHVILLE TN 37228
ONTARIO PARTNERS INC,7,name_only,45 ANNANDALE NASHVILLE TN 37215
