parid,apn,acct
9736,02601005000,5634
9739,02601005300,5637
9740,02601005400,5638
9741,02601005600,5639
9742,02601005900,5640
9743,02601006000,5641
9744,02601006100,5642
9745,02601006200,5643
9746,02601006300,5644
9748,02601006500,5646
9749,02601006600,5647
9750,02601006700,5648
9751,02601006800,5649
9752,02601006900,5650
9754,026060A05100CO,215832
9755,026060A05200CO,215833
9756,026060A05300CO,215834
9757,026060A05400CO,215835
9758,026060A05500CO,215836
9759,026060A05600CO,215837
9760,026060A05700CO,215838
9761,026060A05800CO,215839
9763,02606000100,5864
9765,02606000200,5865
9767,02606000300,5866
9769,02606000400,5867
9771,02606000500,5868
9773,02606000600,5869
9775,02606000700,5870
9777,02606000800,5871
9779,02606000900,5872
9781,02606001000,5873
9782,02504005900,5062
9783,02504006000,5063
9784,02504006100,5064
9785,02504006200,5065
9786,02504006300,5066
9787,02504006500,5067
9788,02504006600,5068
9789,02504006700,5069
9790,02504006800,5070
9791,02504006900,5071
9792,02504007000,5072
9793,02504007100,5073
9811,02504008700,5077
9812,02516006000,5470
9813,02516006100,5471
9814,02516006200,5472
9815,02516006300,5473
9817,02516006500,5475
9819,02516006600,5476
9821,02516006700,5477
9823,02516006800,5478
9824,02516006900,5479
9825,02516007000,5480
9826,02516007100,5481
9827,02516007200,5482
9828,02516007300,5483
9829,02516007400,5484
9831,02516007600,5486
9832,02516007700,5487
9835,02516008000,5490
9844,02601007000,5651
9845,02601007100,5652
9847,02601007200,5653
9848,02601007300,5654
9849,02601007400,5655
9850,02601007500,5656
9851,02601007600,5657
9854,02601007900,5660
9856,02601008000,5661
9858,02601008100,5662
9860,02601008200,5663
9862,02601008300,5664
9864,02601008400,5665
9866,02601008500,5666
9873,02606001100,5874
9875,02606001200,5875
9877,02606001300,5876
9879,02606001400,5877
9881,02606001500,5878
9883,02606001600,5879
9885,02606001700,5880
9887,02606001800,5881
9889,02606001900,5882
9890,02606002000,5883
9891,02606002100,5884
9892,02606002200,5885
9893,02606002300,5886
9894,02606002400,5887
9895,02606002500,5888
9896,02606002600,5889
9897,02606002700,5890
9898,02606002800,5891
9899,02606002900,5892
9904,02504009100,5078
9907,02504009200,5080
9908,02504009300,5081
9910,02504009700,5083
9911,02504009800,5084
9912,02504009900,5085
9913,02504010000,5086
9914,02504010100,5087
9916,02504010200,5088
9918,02504010300,5089
9921,02504010500,5090
9922,02504010700,5091
9923,02504010800,5092
9924,02504010900,5093
9925,02504011000,5094
9929,02504011300,5097
9930,02504011400,5098
9931,02600000300,5491
9967,02601009200,5667
9971,02601009300,5668
9974,02601009400,5669
9980,02601009500,5670
9986,02601009600,5671
9989,02606003000,5893
9991,02606003100,5894
9992,02606003200,5895
9993,02606003300,5896
9994,02606003400,5897
9995,02606003500,5898
9996,02606003600,5899
9997,02606003700,5900
9998,02606003800,5901
9999,02606003900,5902
10000,02606004000,5903
10001,02606004100,5904
10002,02606004200,5905
10003,02606004300,5906
10004,02606004400,5907
10005,02606004500,5908
10006,02606004600,5909
10007,02606004700,5910
10008,02606004800,5911
10009,02606004900,5912
10010,02606005000,5913
10011,02606005100,5914
10012,02606005200,5915
10014,02606005300,5916
10016,02606005400,5917
10017,02606005500,5918
10018,02606005600,5919
10019,02504011500,5099
10020,02504011600,5100
10021,02504011700,5101
10022,02504011800,5102
10023,02504011900,5103
10025,02504012100,5105
10026,02504012200,5106
10027,02504012300,5107
10028,02504012400,5108
10029,02504012500,5109
10030,02504012600,5110
10031,02504012700,5111
10032,02504012800,5112
10033,02504012900,5113
10034,02504013000,5114
10036,02504014700,212230
10037,02504014800,212231
10038,02504014900,215817
10039,02507000100,5116
10041,02507000300,5118
10043,02507000500,5120
10044,02507000600,5121
10045,02507000700,5122
10046,02507000800,5123
10047,02507000900,5124
10073,02600002000,5496
10074,02600002100,5497
10083,02601009900,5672
10100,02601010300,5673
10104,02601010400,5674
10108,02606005700,5920
10110,02606005800,5921
10112,02606005900,5922
10114,02606006000,5923
10116,02606006100,5924
10118,02606006200,5925
10120,02606006300,5926
10122,02606006400,5927
10124,02606006500,5928
10126,02606006600,5929
10128,02606006700,5930
10130,02606006800,5931
10132,02606006900,5932
10134,02606007000,5933
10135,02507001000,5125
10136,02507001100,5126
10137,02507001200,5127
10138,02507001300,5128
10139,02507001400,5129
10141,02507001500,5130
10142,02507001600,5131
10143,02507001700,5132
10144,02507001800,5133
10145,02507001900,5134
10146,02507002000,5135
10147,02507002100,5136
10148,02507002200,5137
10149,02507002300,5138
10150,02507002400,5139
10151,02507002500,5140
10152,02507002600,5141
10153,02507002700,5142
10154,02507002800,5143
10155,02507002900,5144
10156,02507003000,5145
10157,02507003100,5146
10158,02507003200,5147
10159,02507003400,5148
10160,02507003500,5149
10161,02507003600,5150
10162,02507003700,5151
10163,02507003800,5152
10164,02507003900,5153
10165,02507004000,5154
10172,02600002600,5498
10175,02600002700,5499
10176,02600002900,5500
10179,02600003100,5502
10182,02600003400,5505
10183,02600003500,5506
10184,02600003600,5507
10194,02600004200,5510
10196,02600004400,5512
10198,02601010600,5676
10199,02601010700,5677
10200,02601010800,5678
10201,02601010900,5679
10202,02601011000,5680
10203,02601011100,5681
10204,02601011200,5682
10205,02601011300,5683
10206,02601011400,5684
10207,02601011500,5685
10208,02601011600,5686
10209,02601011700,5687
10210,02601011800,5688
10211,02601011900,5689
10212,02601012000,5690
10213,02601012100,5691
10217,02601012400,5692
10220,02601012600,5693
10222,02601012700,5694
10242,02606007600,5934
10244,02606007700,5935
10246,02606007800,5936
10250,02606008000,5937
10251,02606008100,5938
10252,02606008200,5939
10253,02606008300,5940
10257,02508000100,5156
10258,02508000200,5157
10259,02508000300,5158
10260,02508000400,5159
10261,02508000500,5160
10262,02508000600,5161
10263,02508000700,5162
10264,02508000800,5163
10266,02508000900,5164
10269,02508001100,5166
10271,02508001200,5167
10273,02508001300,5168
10280,02508001700,5169
10283,02508001900,5171
10289,02600004700,5514
10291,02600004900,5515
10304,02600005400,5517
10307,02600005500,5518
10323,02601013100,5696
10327,02601013300,5697
10328,02601013400,5698
10331,02601013600,5699
10332,02601013700,5700
10333,02601013800,5701
10337,02601014200,209155
10338,02602000100,5703
10339,02602000200,5704
10340,02602000300,5705
10341,02602000400,5706
10342,02602000500,5707
10343,02602000600,5708
10344,02602000700,5709
10348,02606008600,5941
10349,02606008700,5942
10350,02606008800,5943
10351,02606008900,5944
10352,02606009000,5945
10353,02606009100,5946
10354,02606009200,5947
10355,02606009300,5948
10356,02606009400,5949
10357,02606009500,5950
10358,02606009600,5951
10359,02606009700,5952
10360,02606009800,5953
10361,02606009900,5954
10362,02606010000,5955
10363,02606010100,5956
10364,02606010200,5957
10365,02606010300,5958
10366,02606010400,5959
10367,02606010500,5960
10368,02606010600,5961
10369,02606010700,5962
10370,02606010800,5963
10371,02606010900,5964
10372,02606011000,5965
10373,02606011100,5966
10374,02606011200,5967
10375,02606011300,5968
10376,02508002200,5174
10377,02508002300,5175
10378,02508002400,5176
10380,02508002600,5178
10381,02508002700,5179
10383,02508002900,5181
10384,02508003000,5182
10385,02508003100,5183
10389,02508003400,5184
10390,02508003500,5185
10391,02508003600,5186
10392,02508003700,5187
10393,02508003800,5188
10394,02508003900,5189
10395,02508004000,5190
10396,02508004100,5191
10397,02508004200,5192
10398,02508004300,5193
10399,02508004400,5194
10403,02508004700,5196
10404,02508004800,5197
10405,02508004900,5198
10406,02508005100,5199
10408,02600005700,5520
10425,02600006102,5525
10435,02600006500,5530
10437,02602000800,5710
10438,02602000900,5711
10439,02602001000,5712
10440,02602001100,5713
10441,02602001200,5714
10442,02602001300,5715
10443,02602001400,5716
10444,02602001500,5717
10445,02602001600,5718
10446,02602001700,5719
10447,02602001800,5720
10448,02602001900,5721
10449,02602002000,5722
10450,02602002100,5723
10451,02602002200,5724
10452,02602002300,5725
10453,02602002400,5726
10456,02602002600,5728
10457,02602002700,5729
10458,02603000100,5730
10459,02603000200,5731
10460,02603000300,5732
10461,02603000400,5733
10462,02603000500,5734
10463,02603000600,5735
10464,02603000700,5736
10465,02603000800,5737
10466,02603000900,5738
10467,02606011400,5969
10473,02606011700,5970
10474,02606011800,5971
10475,02606011900,5972
10476,02607000100,6013
10478,02607000200,6014
10480,02607000300,6015
10482,02607000400,6016
10484,02607000500,6017
10486,02607000600,6018
10488,02607000700,6019
10490,02607000800,6020
10492,02607000900,6021
10494,02607001000,6022
10497,02508005200,5200
10498,02508005300,5201
10499,02508005400,5202
10503,02508005700,5203
10505,02508005900,5204
10508,02508006100,5206
10511,02508006400,5209
10512,02508006500,5210
10513,02508006600,5211
10514,02508006700,5212
10515,02508006800,5213
10516,02508006900,5214
10517,02508007000,5215
10518,02508007100,5216
10519,02508007200,5217
10520,02508007300,5218
10521,02508007400,5219
10522,02508007500,5220
10523,02508007600,5221
10526,02508007900,5224
10527,02600006600,5531
10533,02600007000,5533
10534,02600007200,5534
10551,02600007300,5535
10552,02600007400,5536
10553,02600007500,5537
10555,02600007800,5538
10556,02603001000,5739
10557,02603001100,5740
10558,02603001200,5741
10560,02603001300,5742
10562,02603001400,5743
10563,02603001500,5744
10564,02603001600,5745
10565,02603001700,5746
10566,026050A00100CO,5858
10568,026050A00200CO,5859
10570,026050A00300CO,5860
10572,026050A00400CO,5861
10575,026050A00500CO,5862
10576,026050A00600CO,5863
10579,02605000400,5749
10580,02605000500,5750
10581,02605000600,5751
10582,02605000700,5752
10583,02605000800,5753
10585,02605001000,5755
10586,02605001100,5756
10587,02605001200,5757
10588,02607001100,6023
10590,02607001200,6024
10592,02607001300,6025
10594,02607001400,6026
10596,02607001500,6027
10598,02607001600,6028
10600,02607001700,6029
10602,02607001800,6030
10604,02607001900,6031
10606,02607002000,6032
10608,02607002100,6033
10610,02607002200,6034
10612,02607002300,6035
10614,02607002400,6036
10616,02607002500,6037
10623,02508008200,5227
10624,02508008300,5228
10626,02508008301,5229
10627,02508008400,5230
10630,02511000200,5231
10633,02511000400,5233
10634,02511000500,5234
10635,02511000600,5235
10637,02511000700,5236
10639,02511000900,5238
10641,02511001100,5240
10642,02511001200,5241
10643,02511001300,5242
10644,02511001400,5243
10647,02511001500,5244
10652,02600008200,5541
10663,02600008600,5544
10665,02600008700,5545
10678,02605001300,5758
10679,02605001400,5759
10680,02605001500,5760
10681,02605001600,5761
10682,02605001700,5762
10683,02605001800,5763
10684,02605001900,5764
10685,02605002100,5765
10686,02605002200,5766
10687,02605002300,5767
10688,02605002400,5768
10692,02605002800,5769
10695,02605003000,5770
10696,02605003100,5771
10697,02605003200,5772
10699,02605003400,5774
10700,02605003500,5775
10701,02605003600,5776
10703,02605003800,5778
10705,02605004000,5780
10706,02605004100,5781
10707,02605004200,5782
10708,02605004300,5783
10709,02607002600,6038
10711,02607002700,6039
10713,02607002800,6040
10714,02607002900,6041
10715,02607003000,6042
10716,02607003100,6043
10717,02607003200,6044
10718,02607003300,6045
10719,02607003400,6046
10720,02607003500,6047
10721,02607003600,6048
10722,02607003700,6049
10723,02607003800,6050
10724,02607003900,6051
10725,02607004000,6052
10726,02607004100,6053
10727,02607004200,6054
10728,02607004300,6055
10729,02607004400,6056
10730,02607004500,6057
10731,02607004600,6058
10732,02607004700,6059
10733,02607004800,6060
10734,02607004900,6061
10735,02607005000,6062
10736,02607005100,6063
10737,02607005200,6064
10738,02607005300,6065
10741,02511001600,5245
10742,02511001700,5246
10743,02511001800,5247
10744,02511001900,5248
10745,02511002000,5249
10746,02511002100,5250
10747,02511002200,5251
10751,02511002500,5253
10754,02511002700,5255
10755,02511002800,5256
10756,02511002900,5257
10757,02511003000,5258
10758,02511003100,5259
10759,02511003200,5260
10760,02511003300,5261
10761,02511003400,5262
10762,02511003500,5263
10763,02511003600,5264
10765,02512000300,5266
10766,02512000400,5267
10767,02512000500,5268
10768,02512000600,5269
10781,02600009300,5547
10785,02600009400,5548
10791,02600009500,5549
10802,02605004700,5787
10804,02605005000,5789
10805,02605005100,5790
10806,02605005200,5791
10807,02605005300,5792
10808,02605005400,5793
10809,02605005500,5794
10810,02605005600,5795
10811,02605005700,5796
10812,02605005800,5797
10813,02605005900,5798
10814,02605006000,5799
10816,02605006200,5801
10817,02605006300,5802
10818,02605006400,5803
10819,02605006500,5804
10820,02605006600,5805
10822,02605006800,5806
10824,02605006900,5807
10825,02605007000,5808
10829,02605007300,5809
10830,02605007400,5810
10831,02607005400,6066
10832,02607005500,6067
10833,02607005600,6068
10834,02607005700,6069
10835,02607005800,6070
10836,02607005900,6071
10837,02607006000,6072
10838,02607006100,6073
10839,02607006200,6074
10840,02607006300,6075
10841,02607006400,6076
10842,02607006500,6077
10843,02607006600,6078
10844,02607006700,6079
10845,02607006800,6080
10846,02607006900,6081
10847,02607007000,6082
10848,02607007100,6083
10849,02607007200,6084
10850,02607007300,6085
10851,02607007400,6086
10852,02607007500,6087
10853,02607007600,6088
10854,02607007700,6089
10863,02512000800,5271
10864,02512000900,5272
10865,02512001000,5273
10867,02512001100,5274
10868,02512001200,5275
10869,02512001300,5276
10871,02512001400,5277
10872,02512001500,5278
10873,02512001600,5279
10874,02512001700,5280
10875,02512001800,5281
10876,02512001900,5282
10877,02512002000,5283
10878,02512002100,5284
10879,02512002200,5285
10880,02512002300,5286
10881,02512002400,5287
10882,02512002500,5288
10883,02512002600,5289
10884,02512002700,5290
10885,02512002800,5291
10886,02512002900,5292
10887,02512003000,5293
10888,02512003100,5294
10889,02512003200,5295
10890,02512003300,5296
10891,02512003400,5297
10903,02600010400,5554
10905,02600010500,5555
10922,02600010800,5558
10924,02605007500,5811
10925,02605007600,5812
10926,02605007700,5813
10927,02605007800,5814
10928,02605007900,5815
10931,02605008200,5818
10934,02605008300,5819
10942,02605008900,5824
10955,02605009800,5829
10976,02607009100,6090
10978,02607009200,6091
10980,02607009300,6092
10982,02607009400,6093
10984,02607009500,6094
10985,02512003500,5298
10986,02512003600,5299
10987,02512003700,5300
10988,02512003800,5301
10989,02512003900,5302
10990,02512004000,5303
10991,02512004100,5304
10992,02512004200,5305
10993,02512004300,5306
10994,02512004400,5307
10995,02512004500,5308
10996,02512004600,5309
10997,02512004700,5310
10998,02512004800,5311
11000,02512005000,5313
11001,02512005100,5314
11002,02512005200,5315
11003,02512005300,5316
11004,02512005400,5317
11005,02512005600,5318
11006,02512005700,5319
11007,02512005800,5320
11008,02512005900,5321
11009,02512006000,5322
11010,02512006100,5323
11011,02512006200,5324
11012,02512006300,5325
11013,02512006400,5326
11014,02512006500,5327
11015,02512006600,5328
11016,02512006700,5329
11021,02600011200,5561
11027,02600011300,5562
11046,02600012000,5565
11050,02800012100,6649
11052,02800012200,6650
11055,02800012400,6652
11056,02800012500,6653
11057,02800012600,6654
11060,02800012700,6655
11062,02800012900,6657
11064,02800013100,6659
11066,02800013300,6661
11067,02800013400,6662
11070,02800013700,6665
11076,02800014200,6668
11077,02800014300,6669
11078,02900026400,6957
11080,02900026600,6959
11083,02900026700,6960
11084,02900026800,6961
11085,02900026900,6962
11086,02900027200,6963
11088,02900027500,6964
11089,02900027700,6965
11091,02900027800,6966
11093,02900028000,6968
11095,02900028200,6970
11096,02900028300,6971
11098,02900028400,6972
11100,02900028600,6974
11101,02900028700,6975
11102,02900028800,6976
11104,02900028900,6977
11120,03000016100,7217
11122,03000016200,7218
11123,03000016300,7219
11124,03000016400,7220
11127,03000016600,7222
11131,03000016800,7224
11135,03000017000,7226
11140,02614002400,6406
11143,02614002600,6407
11162,02614003200,6413
11168,02800014600,6672
11170,02800014800,6673
11171,02800014900,6674
11173,02800015100,6675
11174,02800015200,6676
11178,02800015500,6679
11180,02800015600,6680
11181,02800015700,6681
11182,02800015800,6682
11183,02800015900,6683
11184,02800016000,6684
11185,02800016100,6685
11186,02800016200,6686
11188,02800016400,6688
11189,02800016500,6689
11192,02800016800,209157
11194,02900029100,6979
11196,02900029200,6980
11198,02900029300,6981
11199,02900029400,6982
11202,02900029600,6984
11203,02900029700,6985
11213,02900029900,6986
11214,02900030000,6987
11215,02900030100,6988
11220,02900030500,6991
11223,02900030600,6992
11225,03000017200,7228
11226,03000017300,7229
11228,03000017500,7230
11236,03000017900,7234
11238,03000018100,7235
11243,03000018500,7239
11247,03000018800,7241
11249,03000018900,7242
11251,03000019100,7243
11252,03000019200,7244
11255,02614003300,6414
11257,02614003400,6415
11260,02614003500,6416
11262,02614003600,6417
11274,02614004100,6419
11278,02614004200,6420
11280,02614004300,6421
11282,02614004400,6422
11285,02900000200,6693
11288,02900000400,6695
11289,02900000500,6696
